note_id,href,keywords,description,og:type,og:title,og:xhs:note_comment,og:xhs:note_like,og:xhs:note_collect,date_info
64feba56000000001f0355f7,https://www.xiaohongshu.com/discovery/item/64feba56000000001f0355f7,"中国, 畜牧业生产, 氧化亚氮, 温室气体排放, 驱动力, 政策制定, 气候变化, 情景模拟, 论文期刊, Nature子刊",题目：Policy-enabled stabilization of nitrous oxide emissions from livestock production in China over 1978–2017 关键词：中国；畜牧业；氧化亚氮；清单；驱动力；减缓策略 发表日期：2022年5月 论文第一单位：南方科技大学环境科学与工程学院  通讯作者：郑一 教授 期刊名称：Nature Food 期刊信息：中科院1区  最新IF: 23.2 摘要：减少畜牧业相关的一氧化二氮（N2O）排放是中国实现2060年碳中和目标的关键。本研究综合分析了1978至2017年中国畜牧业N2O排放的规模、时空变化和驱动因素。研究者设置了不同情景，探索减排潜力及相关的边际减排成本和社会效益。研究发现，2006年，中国畜牧业N2O排放的平均增长率约为每年4.6%，2007-2015年增速急剧下降，2017年由于人口和肉类消费增长率放缓增速因而缓慢下降。研究估计，2030年畜牧业N2O排放的技术减排潜力为7-21% (23.1-70.9 Gg N2O) ，实施成本为55亿至60亿美元。华北平原、东北平原和两湖平原是减排干预的优先区域。在各种减排方案中，厌氧消化（Anaerobic Digestion）提供了最大的社会效益，而低粗蛋白饲料（Low Crude Protein Feed）则是最具成本效益的选择。 讨论：当前大量研究关注于二氧化碳的排放，如果能深耕于甲烷和氧化亚氮等其他温室气体的研究，想必能产出些不错的成果。对于氧化亚氮的人为排放源而言，农业是其最大排放源，从多尺度综合开展氧化亚氮排放清单的核算并探索其减排路径，是一个不错的研究方向。 #中国  #畜牧业生产  #氧化亚氮   #温室气体排放   #驱动力  #政策制定  #气候变化  #情景模拟  #论文期刊  #Nature子刊,article,中国畜牧业生产的氧化亚氮排放,3,10+,10+,2023-09-11
64ffdfda000000001f0366bc,https://www.xiaohongshu.com/discovery/item/64ffdfda000000001f0366bc,"农业, 温室气体, 土地利用, 气候变化, DNDC模型",由于全球变暖、大气中温室气体浓度逐年增加等问题的出现，“双碳”行动特别是碳中和已经在世界范围形成广泛影响。国家领导人在多次重要会议上讲到，要把“双碳”纳入经济社会发展和生态文明建设整体布局。同时，提到要把减污降碳协同增效作为促进经济社会发展全面绿色转型的总抓手。“十四五”时期，我国生态文明建设进入了以降碳为重点战略方向、推动减污降碳协同增效、促进经济社会发展全面绿色转型、实现生态环境质量改善由量变到质变的关键时期。实现美丽中国建设目标，“双碳”行动将会发挥非常重要的作用。碳循环的精确模拟是实现“双碳”行动的关键。DNDC（Denitrification-Decomposition，反硝化-分解模型）是目前国际上最为成功的模拟生物地球化学循环的模型之一，自开发以来，经过不断完善和改进，从模拟简单的农田生态系统发展成为可以模拟几乎所有陆地生态系统的动态模拟模型。在“应用长期观测数据评价土壤有机质模型”国际高级学术讨论会上，DNDC被评为土壤碳库评估较好模型之一。为了更好地推进DNDC模型在各个生态系统中的应用，学习掌握DNDC模型的建模及相关领域应用技术方法，特举办“DNDC模型在土地利用变化、未来气候变化下的建模方法及温室气体时空动态模拟实践技术应用” 目标： 1.理解DNDC原理并能够应用DNDC模型进行碳排放模拟； 2.熟练应用ArcGIS、ENVI等软件进行DNDC数据制备； 3.掌握土地利用变化及未来气候变化下的DNDC模拟流程； 4.结合实例，熟练应用DNDC进行温室气体时空动态模拟； 5.采用现场答疑的方式，解答学员在实际工作中遇到的有关技术问题； 刘老师：北京重点高校资深专家，长期从事生态环境遥感碳排放模拟预测及流域系统中水循环、碳循环和氮循环等研究工作，具有资深的技术底蕴和专业背景。 第一讲：DNDC模型介绍 第二讲：DNDC初步操作 第三讲：遥感和GIS基础 第四讲：DNDC气象数据 第五讲：DNDC土地数据 第六讲：DNDC土壤数据 第七讲：DNDC结果分析 第八讲：DNDC率定验证 第九讲：土壤碳储量与作物产量 第十讲：温室气体排放分析 第十一讲：农田减排潜力分析 第十二讲：土地变化下的DNDC模拟 第十三讲：气候变化下的DNDC模拟 #农业  #温室气体  #土地利用  #气候变化  #DNDC模型 内容展示有限详询V：sq11544,article,双碳目标下DNDC模型建模方法,0,8,9,2023-09-12
64b7e48400000000160258d1,https://www.xiaohongshu.com/discovery/item/64b7e48400000000160258d1,"气候, ESG, 气候变化","#气候 #ESG #气候变化 展示了气候变化对许多层面的影响 海平面上升:由于冰川和冰盖融化,海平面正在以前所未有的速度上升。这正在导致沿海洪水、侵蚀以及咸水侵入淡水资源。 极端天气事件:气候变化正在导致更多极端天气事件,如热浪、干旱、洪灾和野火。这些事件正在造成广泛破坏和流离失所,并对人类健康和安全构成严重威胁。 农业产量变化:气候变化正在导致农业产量的变化,因为在更高温度和变化的降水模式下,植被承受着压力。这在世界某些地区导致了粮食不安全和营养不良。 生物多样性损失:气候变化正在导致生物多样性损失,因为植物和动物无法适应变化的环境。这正威胁许多物种的生存,并可能对生态系统产生连锁影响。 对人类健康的影响:气候变化对人类健康产生许多负面影响,包括热应力、呼吸系统问题和传染病。这些影响不成比例地影响穷人和边缘群体,而他们往往最难适应气候变化。",article,全球变暖和气候变化因果关系图,6,100+,100+,2023-07-19
64cf0853000000000800dd98,https://www.xiaohongshu.com/discovery/item/64cf0853000000000800dd98,"气候变化, 气候变化危机, 南极, 环保, 知识科普, 保护动物, 可持续生活, 联合国, 全球变暖, 冰川, 气候, 科学生活家, 生态, 原生original, 经济, 环境保护, 可持续发展, 全球暖化, 冰川融化, 提个好问题, 冷知识, 涨知识",🆘北极近日发生了令人震惊的变化‼️ 据凤凰记者直击，部分北极地区的气温逼近了20度，居然可以穿上轻薄的T恤。与此同时，冰川融化的声音也传出了“劈里啪啦”的响声 	 📌冰川融化是全球变暖的一种显著现象，它对我们的环境和生活造成了许多危害⚠️ 	 1⃣️海平面上升：冰川融化会导致海平面上升，这会淹没沿海地区的土地和城市，威胁到数亿人的生计和安全 	 2⃣️气候变化：冰川融化会释放大量的温室气体，这会加剧全球变暖，导致气候更加极端 	 3⃣️生态系统破坏：冰川是许多生物的重要栖息地，冰川融化会导致这些生物失去栖息地，威胁到生物多样性 	 4⃣️水资源短缺：冰川是许多地区重要的水资源来源，冰川融化会导致水资源短缺，影响农业、工业和生活用水 	 5⃣️经济损失：冰川融化会给经济带来巨大损失，包括基础设施损坏、旅游业衰退和农业减产等 	 冰川融化是一个严重的全球问题，我们需要采取行动来应对它。我们可以通过减少碳排放、提高能源效率和保护冰川来防止冰川融化，保护我们的地球 	 #气候变化#气候变化危机#南极#环保#知识科普#保护动物#可持续生活#联合国#全球变暖#冰川#气候#科学生活家#生态#原生original#经济#环境保护 #环境保护 #可持续发展 #全球暖化 #冰川融化 #提个好问题 #冷知识 #涨知识 #科学生活家 @知识薯 @公益薯 @户外薯 @薯队长,article,冰川融化｜北极气温逼近20度🆘‼️,7,10+,10+,2023-08-06
6490fd39000000000703acb7,https://www.xiaohongshu.com/discovery/item/6490fd39000000000703acb7,"留学生求职, 温哥华求职, 北美求职, 加拿大求职, 加拿大, 加拿大留学生, ESG, 可持续发展, 气候变化, 面试, 经验分享, 干货分享, 晒晒我的offer, 环境科学","上周收到了GHD sustainability scientist岗位的offer, base 温哥华， 很开心！ 	 个人背景：本科environmental science and management （UC Davis), UBC master of management。一直以来都想在environmental/sustainability的领域就业，在读硕士项目期间就有陆陆续续投简历了。 	 求职历程：我是上周五收到的offer。从投递第1份简历开始（去年12月）到收到第一个offer，持续了6个月。这6个月共投了100+个岗位，收到了7个岗位的面试邀请，4个拒了(Aecom hcma Reeve Consulting, etc)，2个还在等(Teck, AECOM)，最后等来了GHD正式offer!! 今天还收到了Jacobs entry level environmental planner的面试邀请~ Anyway 一早就知道温哥华非常不好找工作，尤其是作为国际生 +没有任何加拿大实习/工作经验，这几个月都很惆怅。所以在收到人生中第一份正式工作offer的时候，我整个人都要飞起来了哈哈哈。这里就分享一下我这段时间的求职+面试经历，希望对想进入sustainability/climate领域和在温哥华求职的小伙伴们有帮助！ #留学生求职 #温哥华求职 #北美求职 #加拿大求职 #加拿大 #加拿大留学生 #ESG #可持续发展 #气候变化 #面试 #经验分享 #干货分享 #晒晒我的offer #环境科学",article,🇨🇦毕业生求职经历分享,7,10+,10+,2023-06-20
6457c8540000000012031eef,https://www.xiaohongshu.com/discovery/item/6457c8540000000012031eef,"碳中和, 碳中和碳达峰, 碳排放, 环保, 国际谈判, 气候变化, 全球气候变暖, 新能源, 能源转型, 经济转型, 能源安全, 能源",此前我分享过自己“碳中和婚礼”的经历，发现碳中和这个概念还是存在一些争议的，比如有人认为碳中和是发达国家拿来限制我们发展的一套话语体系。我的看法有些不一样，与大家探讨。 	 如果仅靠他国政治干预，我不认为这足以让中国下决心做这“伤筋动骨”的大事。碳中和背后的原因其实不仅为了彰显国际责任，更重要的是也符合国家需求，环境保护只是实现碳中和的副产品之一。具体原因有三： 	 1️⃣能源安全。摆脱存量有限、对外依存度高的化石能源依赖，转向可再生的、技术可控的清洁能源。从资源依赖转向技术依赖，更可能筑牢能源安全。 2️⃣经济转型。碳中和会是中国高质量发展很有力的抓手。对于建立在化石能源基础上的发动机、汽车、飞机等多数产业，发达国家在两百年前的工业革命就起步了，中国很难全面超越。如果把化石能源这个基础掀翻，很多底层技术就需要重新研发。而中国凭借领先的新能源技术、强大的制造业优势，是可以抓住这个机会倒逼经济转型的。 3️⃣国际博弈。国际气候谈判的关键角色是中国、美国、欧盟（全球三大碳排放主体）。中国宣布了碳中和之后，计划30年从碳达峰到碳中和，远远短于欧盟的60年和美国的45年。这么紧的时间窗口，能够为中国在国际舞台上争取更多规则制定的主动权，打破原先发达国家制定的游戏规则。 	 这三个原因看起来都离我们很远，其实并非如此。这三个角度能够成为我们未来判断一项技术是否靠谱、一个行业是否是趋势的逻辑指引。例如，可以把你们希望进入的行业放在这三个标尺中，看是否能够帮助能源转型、推动底层技术创新和国际政治博弈。 	 #碳中和 #碳中和碳达峰 #碳排放 #环保 #国际谈判 #气候变化 #全球气候变暖 #新能源 #能源转型 #经济转型 #能源安全 #能源,article,碳中和是个骗局吗？？,6,10+,10+,2023-05-07
649fb42f0000000007038462,https://www.xiaohongshu.com/discovery/item/649fb42f0000000007038462,"气候, 气候变化, 广东, 云南, 夏天",我国各地区的气候分类一览， 我觉得我们这边现在这天气真的是闷热 我们这边属于南亚热带季风气候， 你觉得夏天哪里避暑最好？ 我觉得应该是云南昆明！ #气候 #气候变化 #广东 #云南 #夏天,article,你知道你所在地属于什么气候吗？,100+,1k+,100+,2023-07-01
630d7364000000000900f6fa,https://www.xiaohongshu.com/discovery/item/630d7364000000000900f6fa,"北极熊, 云南, 大象, 海豹, 野生动物保护, 气候变化, 环境保护, 动物保护, 航拍, 鲸, 萌宠, 动物睡觉, 可爱的动物, 野生动物",图1.由于北极熊的栖息地主要位于北极圈附近冰原地带，因为那里有它们赖以生存的食物海豹和鱼类，所以北极熊出现在更温暖的苔原带，对于他们的生存来说并不是一个积极的信号。 图2. 中国云南一路向北迁徙的野象家族，也反映出了动物栖息地减少、与人类活动冲突等一系列问题。野生动物学家表示，成年大象躺着睡觉的状态极不寻常，因为躺下对它们心脏的压迫很大，这表明它们已经筋疲力尽了。 #北极熊  #云南  #大象  #海豹  #野生动物保护  #气候变化  #环境保护  #动物保护  #航拍 #鲸 #萌宠 #动物睡觉 #可爱的动物 #野生动物,article,地球也是他们的家园,10+,1k+,100+,2022-08-30
61f611990000000021034668,https://www.xiaohongshu.com/discovery/item/61f611990000000021034668,"儿童画, 气候变化, 人与自然",#儿童画 #气候变化 #人与自然,article,气候变化与健康主题画,10+,100+,100+,2022-01-30
6533daaa000000001e0227ce,https://www.xiaohongshu.com/discovery/item/6533daaa000000001e0227ce,"中医, 养好脾肺肾, 小儿推拿, 气候变化",肺脏最怕燥邪，秋天气候比较干燥，孩子有时感觉肌肤发干，嗓子发干，这其实就是燥邪伤肺的表现，预防燥邪伤肺，首先在饮食上让孩子少吃辛辣食物。减少火气，另外可以吃点雪梨来滋阴润肺。 雪梨最主要的功效就是滋阴润肺 雪梨水多而滋润，果肉为白色，根据中医五行理论，大部分白色食物都对肺脏有好处。所以雪梨最主要的功效就是滋阴润肺。 雪梨能清热润肺，止咳化痰 中医认为雪梨可润肺清热、生津止渴、能够润肺止渴，改善肺虚引起的咳嗽、干咳无痰、唇干咽干等症。 川贝雪梨猪肺汤 材料    猪肺120g，川贝90g，雪梨1个。 做法 1.将猪肺洗净切开，放沸水中煮五分钟，再用冷水洗净，沥干水分；将川贝洗净打碎；雪梨连皮洗净，去蒂和核，梨肉连皮切成小块。 2.所有材料放到沸水锅内，小火煮一小时出锅即可。 用法    早晚服用，每周二到三次。 功效     清热润肺，生津止渴 温馨提示    若是寒痰、湿痰引起的咳嗽，不宜喝川贝雪梨猪肺汤。 #中医 #养好脾肺肾 #小儿推拿 #气候变化,article,雪梨煮汤，秋天常喝可裙肺,0,10+,10+,2023-10-21
6464b690000000001203227b,https://www.xiaohongshu.com/discovery/item/6464b690000000001203227b,"给乡村孩子的礼物, 大学生, 知识科普, 知行计划, 穗下梦故土新愁系列主题科普, 气候变化, 西门子爱绿教育计划",相信每个人或多或少都听说过“气候变化”这一概念，小到我们平时的出行、饮食习惯，大到人类的可持续发展，都与气候变化息息相关。那么，你了解气候变化吗？ 	 #给乡村孩子的礼物#大学生 #知识科普 #知行计划 #穗下梦故土新愁系列主题科普 #气候变化 @知识薯 #西门子爱绿教育计划,article,穗下梦故土新愁系列科普｜气候变化·上,2,10+,10+,2023-05-17
64d9846c000000001700c079,https://www.xiaohongshu.com/discovery/item/64d9846c000000001700c079,"黑龙江, 知识科普, 地理, 趣味历史知识, 历史, 气候变化",中国东北号称“白山黑水大地”，其中的“黑水”指的是全长4600多公里的黑龙江。 西起蒙古高原东部，东到鞑靼海峡西岸，入海口与库页岛相望。 南起长白山脉—日本海沿岸，北至外兴安岭南麓。 著名的额尔古纳河、克鲁伦河、嫩江、乌苏里江、松花江、牡丹江、兴凯湖、呼伦湖、贝尔湖、查干湖、镜泊湖、长白山天池、五大连池等，均属于黑龙江流域。 	 图为黑龙江水域右岸主要水系图。 	 #气候变化##历史##松花江##黑龙江#黑龙江 #知识科普 #地理 #趣味历史知识,article,黑龙江流域水系:不愧是东北第一大河！,10+,100+,10+,2023-08-14
6475de3e00000000130152c3,https://www.xiaohongshu.com/discovery/item/6475de3e00000000130152c3,"历史, 我的私人书单, 历史那些事儿, 中国历史, 历史书籍推荐, 餐桌上的中国史, 历史爱好者, 气候变化, 人类文明史, 人从哪里来","💡有一句我喜欢的话是这么说的，“读历史的人，不等于是守旧的人。” 💡人类的文明里都有哪些故事？许多小细节里蕴藏很多你不知道的大历史！今天给大家整理了一份趣味历史书单，有趣又有料，以小见大，看社会与文化的种种变迁！ 📖《失落之城》 究竟是什么吸引人们汇聚到城市？🏙️城市因何而兴，因何而没落？四座一度辉煌的古城背后，都有哪些故事？一本书揭开失落之城的真实面貌。 · 📖《气候变迁与文明兴衰》 人类科技进步越快，造成气候影响越大。从气候史独特视角，探讨文明兴衰成败，重新建构从末次盛冰期直至今天3万年人类历史。 · 📖《河流是部文明史》 河流是什么？河流是文明动脉。它讲述河流作为一种自然力量与人文社会间错综复杂的关联，有河流的地方就有文明，是必然的吗？ · 📖《吃》 我们每天都要吃，吃什么是这几万年来所有人共同思考的问题！从饮食中我们也能发现那些历史的踪迹。 · 📖《一嚼两千年》 槟郎大家都不陌生，但它在“瘾品”之外有着更多历史身份 。这是关于一颗小小青色果子的故事也是关于人类的变迁的历史。 · 📖《餐桌上的中国史》 “如今吃饭筷子不能横放，为何古代的习惯却相反？” 🥢我们吃了一辈子中国菜，但很多菜式的起源与我们了解的可能大不相同！ · 📖《人从哪里来》 一部人类演化小史，在600万年里，人怎样从“像猿”变得“像人的吗""?我们还在继续演化吗？人类将来可以演化出哪些“特异功能”？ · 📖《伟大的共存》 这是一部动物视角的全球史🌍，主要讲述狗、山羊、绵羊、猪、牛、驴、马和骆驼这八种动物我们熟悉的动物如何共同塑造人类文明史，推动社会进程？ · 📖《观念的跃升》 2023年不可错过的年度之书❕作者通过大量的案例和历史事实，带你领略人类20万年思想史。 · 📖《世界文明中的技术》 两代汉学家联手撰写了这本书，概述横跨千年的世界技术发展传播史。人类历史上那些不可不知的技术都在这本书里！历史爱好者一定会爱上这本书❤️ · 历史的点滴都涉及到人们的衣食住行。一颗小果子，奔流不息的河流，还有我们每天的饮食，都不断地向我们传递历史，讲述那些古老的故事。 	 #历史 #我的私人书单 #历史那些事儿 #中国历史 #历史书籍推荐 #餐桌上的中国史 #历史爱好者 #气候变化#人类文明史 #人从哪里来",article,趣味书单｜历史原来还可以这么读！泰酷辣！,0,10+,10+,2023-05-30
643ea1210000000013032b77,https://www.xiaohongshu.com/discovery/item/643ea1210000000013032b77,"Nature子刊, 全球变暖, 极端天气, essay辅导, 留学辅导, GIS留学, Nature, 遥感, 气候变化, 干旱, 洪水",最近，两位NASA科学家在《Nature Water》发表学术论文。他们利用GRACE and GRACE-FO（重力卫星）监测过去20年全球极端干旱和极端洪水的分布、程度和变化趋势。研究认为全球变暖导致了全球水循环发生改变，让全球的水汽分布更加不均，加剧了极端干旱和极端洪水发生的频率和强度。 #Nature#Nature子刊 #洪水#干旱#气候变化#全球变暖 #极端天气 #essay辅导 #留学辅导 #GIS留学 #遥感,article,Nature Water:全球极端干旱/洪水愈加频繁,1,10+,10+,2023-04-18
64ba8b02000000000103d306,https://www.xiaohongshu.com/discovery/item/64ba8b02000000000103d306,"气候变化, 气候变化大会, 气候变化青年行动, 大学生, 综测, 志愿者证书, 荣誉证书, 大学生证书, 志愿者活动, 证书, 免费证书, 日常",助力气候变化大会！我是气候变化青年行动科普志愿者，一起来助力第28届联合国气候变化大会，领取官方志愿者证明+BiWalk奖牌+BiWalk戒指 #气候变化 #气候变化大会 #气候变化青年行动 #大学生 #综测 #志愿者证书 #荣誉证书 #大学生证书 #志愿者活动 #证书 #免费证书 #日常,article,高中生赶紧来试试！！！,10+,10+,10+,2023-07-21
64e57446000000001700c606,https://www.xiaohongshu.com/discovery/item/64e57446000000001700c606,"森林, 气候变化, 气候变化危机, 环保, 知识科普, 全球变暖, 冰川, 气候, 环境, 涨知识, 森林公园, 光合作用, 野生动物, 南极, 保护动物, 可持续生活, 冰川融化, 联合国, 科学生活家, 生态, 原生original, 经济, 可持续发展, 环境保护, 提个好问题, 冷知识, 全球暖化","据《科学》杂志报道，全球变暖使空气变干，可能抑制了世界各地植物的光合作用光合作用是植物将二氧化碳和水转化为碳水化合物的化学反应🌳☀️ 	 研究表明,2000年以来,这种吸收二氧化碳的效应因空气干燥减弱。模型分析卫星图像及地面传感器数据,发现光合作用增长放缓研究人员认为,气温上升导致蒸气压力差增大,抵消部分二氧化碳增加效应📝📒 	 这意味着仅植树未必产生预期碳吸收效果。尽管模型存在不确定性,研究发现光合作用速率呈全球性下降趋势 	 #森林 #气候变化 #气候变化危机 #南极 #环保 #知识科普 #保护动物 #可持续生活 #联合国 #全球变暖  #冰川#气候  #科学生活家 #生态 #原生original #经济 #环境 #环境保护 #可持续发展 #全球暖化 #冰川融化 #提个好问题 #冷知识 #涨知识  #科学生活家 @知识薯  @公益薯  @户外薯 @薯队长 #森林公园 #光合作用 #野生动物",article,全球变暖，植物难以吸收二氧化碳❗️❗️❗️,1,10+,10+,2023-08-23
646d69fd000000000800fa22,https://www.xiaohongshu.com/discovery/item/646d69fd000000000800fa22,"气候变化, 恐龙, 冰河时代",万物皆遵循地球和自然运动规律，历朝历代的潮起潮落，出了民心，还有气候的推波助澜#冰河时代#恐龙#气候变化,article,冰河时代,1,10+,10+,2023-05-24
64492d050000000012031579,https://www.xiaohongshu.com/discovery/item/64492d050000000012031579,"碳排放, 薯队长, 全球变暖, 碳交易碳中和, 碳中和碳达峰, 低碳, 碳中和, 气候变化, 碳圈GPT",开头划重点： 1️⃣范围1排放是公司直接燃烧产生的温室气体排放 2️⃣范围2排放是公司购买的能源产生的温室气体排放 3️⃣范围3则是这两者以外公司产生的所有排放 	 ✅为什么要测量温室气体排放量？ 	 ▶️测量温室气体排放量或创建排放清单对于企业了解自身的碳足迹和对其环境的影响至关重要。如果企业想制定减少排放以及化石燃料的使用的目标，在此之前必须先对自身碳足迹进行计算。 	 ▶️计算温室气体的排放量对企业自身也有好处。这一过程将帮助管理者深入了公司业务的每个部分——包括运营、产品生命周期、供应链和价值链、利益相关者关系以及所有其他相关活动。 	 评判的标准： ✅《温室气体核算体系企业核算与报告标准》✅《企业价值链（范围3）核算和报告标准》✅《产品生命周期核算和报告标准》 ✅《温室气体核算体系项目量化方法》 	 ➡️范围 1：直接温室气体排放 温室气体排放是企业一系列活动的直接结果。 	 ➡️范围 2 ：电力产生的间接温室气体排放 企业由购买的能源（包括电力、蒸汽、加热和冷却）产生的间接排放。对许多公司而言，外购电力是其最大的温室气体排放源之一，也是减少其排放的最主要机会。 	 ➡️范围 3：其他间接温室气体排放 报告公司价值链中发生的所有间接排放（不包括在范围2中）。 	 #碳排放 #薯队长 #全球变暖 #碳交易碳中和 #碳中和碳达峰 #低碳 #碳中和 #气候变化 #碳圈GPT,article,经常提到的碳排放的范围 1、2 和 3 是什么？,1,10+,10+,2023-04-26
636a2ba0000000000900624e,https://www.xiaohongshu.com/discovery/item/636a2ba0000000000900624e,"笔记灵感, 绿色建筑, LEED, 建筑设计, 建筑, 碳中和, esg, 气候变化, 低碳环保, 可持续发展, 可持续设计, 空间设计, 建筑美学, 建筑摄影, 建筑案例, 科技园, 韩国, 为这个项目打个分吧！",🏢项目名称：LG科技园 🌏所在城市：首尔 📋认证体系：LEED BD+C：新建建筑 🏅认证等级：银级 🗓️认证时间：2020年10月 📐建筑面积：1000000平方米 💼顾问公司：EAN Technology ✍设计公司：HOK ————————————————————— ✅LG科技园由20栋建筑组成，是LG集团全球消费电子品牌的全球研究总部，也是韩国的科技中心。目前其LG电子和LG化学楼皆已获得LEED银级认证； ✅通透的地面空间将建筑与线性公园实现了无缝连接，让员工尽情享受自然光线和花园景观； ✅建筑立面由天然石材构成，内部填充有玻璃面板，创造了各种各样的立面形式，最大限度地减少了热量，也方便了邻近公园的景观视野； ✅除了满足各自特定的科研目的外，所有楼宇都高度灵活，可以轻松地适应及满足不断变化的科学发展的需求。 ————————————————————— 📷图源：HOK 	 #笔记灵感 #绿色建筑 #LEED #建筑设计 #建筑 #碳中和 #esg #气候变化 #低碳环保 #可持续发展 #可持续设计 #空间设计 #建筑美学 #建筑摄影 #建筑案例 #科技园 @LG电子中国 @薯队长 @城市情报官 @知识薯 @走走薯 @摄影薯 @家居薯 #韩国 ,article,LEED银级｜韩国科技中心·LG科技园,0,10+,10+,2022-11-08
62b9967c000000000400638f,https://www.xiaohongshu.com/discovery/item/62b9967c000000000400638f,"再生星球, 环保, 可持续生活, 民生新闻, 气候变化, 低碳, 高温, 极端天气, 热热热, 上海高温",上海近期频繁发布高温预警⚠️ 今天居然红色高温预警 最高气温已达到了40℃ 🔥 河南67地最高温度都已超过40 ℃ 🔥 郑州的温度更是突破建站历史极值📈 	 国外的情况也不容乐观，有些地区5月份的气温已经达到49摄氏度，多人因极端高温s亡。 	 👉🏻在印度西部人们能够亲眼看到脱水的鸟儿从空中坠落 👉🏻 巴基斯坦7000条冰川正在迅速融化 👉🏻法国遭遇75年最早热浪，6月18日部分城市气温接近43度 	 世界气象组织（WMO）警告称，全球气候变化正在导致极端高温提前出现并更频繁和剧烈。 	 #再生星球 #环保 #可持续生活 #民生新闻 #气候变化 #低碳 #高温 #极端天气 #热热热 #上海高温,article,上海成了红海🔥全球变暖正在加速,1k+,1k+,100+,2022-06-27
63062eba000000001902ba8b,https://www.xiaohongshu.com/discovery/item/63062eba000000001902ba8b,"ppt, Excel操作技巧, 商业图表, EXCEL图表, 气候变化, 渐变色, 世界500强, 工作, 数据可视化, 大数据, 温度, 气温, wps",你以为是蝴蝶图🦋🦋🦋🦋🦋🦋 实则不是，这是由两个渐变色填充的条形图有机组合而成。 l这张图表显示了到2050年亚洲城市的气候变化。🌡 左边为☔年降水量减少(毫米) 右边为平均温度增量(摄氏度)*🌡 Excel制作：💯💯💯 √分别制作两组条形图 √使用渐变色填充 √对齐单元格 √复制，选择性粘贴，链接的图片 #ppt  #Excel操作技巧  #商业图表  #EXCEL图表  #气候变化  #渐变色  #世界500强  #工作  #数据可视化  #大数据  #温度   #气温  #wps @知识薯  @校园薯  @小红书创作学院  @薯管家  @小红书成长助手  @奔哥Excel表格技巧,article,服务世界500强👍👍的外企图表-蝴蝶图,6,100+,100+,2022-08-25
6497f744000000001203ca99,https://www.xiaohongshu.com/discovery/item/6497f744000000001203ca99,"2024届艺考生, 2025届艺考, 播音艺考, 艺考指南, 播音艺考即兴评述, 气候变化, 艺考, 即兴评述素材, 即兴评述好句积累",事件背景： 接连几天，北京周边地区最高气温触及40℃。已经突破这近几年的高温大关。随着人类活动的频繁，近几年的极端天气越来越多，冰川融化，夏季高温，大气层污染……气候问题时刻提醒着我们要把应对气候变化的倡议落到实处。 评述角度一：气候变暖警示人类保护环境 评述角度二：保护环境的有效措施 #2024届艺考生  #2025届艺考  #播音艺考  #艺考指南  #播音艺考即兴评述  #气候变化  #艺考  #即兴评述素材  #即兴评述好句积累,article,播音艺考即评：如何看待北京高温气候变暖,0,100+,10+,2023-06-25
64a885360000000034015285,https://www.xiaohongshu.com/discovery/item/64a885360000000034015285,"地图, 世界地图, 气候, 干旱, 潮湿, 气候变化",联合国环境署干旱指数 	 深红：极度干旱 ＜0.05 红色：干旱 0.05 ~ 0.2 橙色：半干旱 0.2 ~ 0.5 黄色：干燥半湿润 0.5 ~ 0.65 ———————————— 黄绿：湿润半潮湿 0.65 ~ 1 浅绿：潮湿 1 ~ 1.5 绿色：非常潮湿 1.5 ~ 2 深绿：极度潮湿 ＞2 #地图 #世界地图 #气候 #干旱 #潮湿 #气候变化,article,全球干旱与潮湿气候分布图,10+,10+,10+,2023-07-08
651839f7000000001f0071a6,https://www.xiaohongshu.com/discovery/item/651839f7000000001f0071a6,"全球变暖, 保护环境, 南极企鹅, 帝企鹅, 气候变化, 全球气候变暖, 气候危机, 保护动物, 低碳环保, 绿色出行低碳环保, 低碳出行, 可持续性生活, 我为什么环保",研究人员预估到目前为止，已经有1万多只帝企鹅宝宝因为全球变暖而意外死亡。而死因是淹死或者被冻死。。。 . 在正常天气情况下，企鹅宝宝会在干燥的冰面上被哺育养大，在这个时段内中尽快长出防水保暖的皮毛🪶，最后能自己下海游泳捕鱼🐟。 . 然而因为现在南极冰川融化过快，而且在应该少雨干燥的时节开始变得潮湿多雨(冬天的上海人应该非常能感同身受)，企鹅宝宝有的不慎掉入水里淹死，有的则因为还没长出防水保暖的羽毛，在潮湿多雨泥泞的环境下，羽毛干不了，最后身体失温被活活冻死。。 . 这和我们现在每年都在经历的山火和洪水一样。全球变暖不是单纯的气温上升，而是一系列猝不及防的蝴蝶效应，这对人来说是不是灭顶之灾，还不能预知，因为人至少可以做一些防御设施。但对很多野生动植物们来说，一定是，而且是非常残酷的灾难。 	 #全球变暖 #保护环境 #南极企鹅 #帝企鹅 #气候变化 #全球气候变暖 #气候危机 #保护动物 #低碳环保 #绿色出行低碳环保 #低碳出行 #可持续性生活 #我为什么环保,article,地球在变暖，小企鹅们却是被冻死的。。,1,10+,10+,2023-09-30
