"url","user_name","user_id","ip_location","user_desc","follow","fans","likes"
"https://www.xiaohongshu.com/user/profile/5a60440fdb2e605e02696ccc","冷白皮女士","xiaoyaohuhu","江苏","南京市第二届十佳hr优秀经理人
首届南京都市圈十佳hr优秀经理人
南京大学、南京信息工程大学业界就业导师
500强央企省级专家、面试官、内训师
focus is the key！","10+","1W+","20W+"
"https://www.xiaohongshu.com/user/profile/5b29520011be100579587f71","S Future可持续未来","SFutureWorld","湖南","S-Future是励展博览集团在中国重点打造的可持续发展跨界交流平台，并由兄弟公司爱思唯尔大力支持，致力于帮助各行业发掘低碳、可持续发展大背景下的解决方案、商业机遇及跨界合作机会。","100+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/58bd71c734609415a3db022b","Climate Change Research","ClimateChange","湖北","每个人的气候行动都至关重要。
Individual climate action matters.","10+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/657affff0000000020033e4a","绿山墙","7591478856","北京","关注气候变化｜可持续发展｜ESG
知识分享，共同成长，不说废话","10+","3","10+"
"https://www.xiaohongshu.com/user/profile/5f536cec00000000010007a4","大笨象","245965899","浙江","📝备课笔记记录
📖短篇阅读记录
📕私信不回
✅资料分享@大笨象dabenxiang","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/621da3290000000021020900","村里小有名气的淘气鬼","6599885189","德国","科学养猪","10+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/5f9179100000000001008569","天合富家","1052772903","江苏","天合富家——致力于打造太阳能光伏智慧能源系统卓越品牌，为家庭与工商业用户提供绿色清洁能源体验与服务。
产品种草·新品发布·知识科普·使用教程","6","353","378"
"https://www.xiaohongshu.com/user/profile/5ed2801e0000000001002030","Minecraft教育","MinecraftWorld","浙江","👨‍👩‍👧‍👦 全球最大Minecraft 我的世界教育版华裔交流社区
🔗 iMinecraft.Club
🌍 深度体验并实践各国科学育儿
🎉 探索并实践兴趣驱动高效学习 快乐教育","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/6392e513000000001f019fd4","Wukang Read","6762566390","","✨多元共创，先锋思潮。
这里是 @TEDx武康路 出品的读书社区
📖欢迎每个热爱读书的朋友们加入
一起共创最潮最酷最精彩的读书时刻","10+","10+","10+"
"https://www.xiaohongshu.com/user/profile/59f6ca7ae8ac2b3ee5163933","诗逸云","Amber20230821","广东","【做人至紧要开心】
自由散漫唯爱刘逸云
我是梦中传彩笔，欲书花叶寄朝云。
全网到处捡Amber刘逸云 物料的搬运工^ω^","1K+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5fcede640000000001002a10","SDG洋葱头","1066607061","英国","ESG/气候变化/国际组织定期分享 侵权必究！
小镇做题家之🇨🇳衡中-FDU-THU-伦敦IO打工🇬🇧
帖子分类请见收藏夹 佛系回私信🧐","100+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5f1f223b00000000010001d5","O H","318276398","英国","ESG/Sustainability/Green Finance/Carbon Net-Zero/Life Cycle Assessment/Product Carbon Footprint","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/60655c59000000000100bbde","对外汉语Ruby老师","duiwaihanyuRuby","加拿大","高龄跨专业汉教纯小白
分享交流对外汉语教学
谢谢❤️⭐
✉️同小🍠号","10+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/62dab8a0000000001e01e097","忙碌的小博","6224729638","山东","985博在读，
分享日常，分享科研感悟！","10+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/64dc418a00000000010052ea","宋忠平","5189018997","北京","评论员 军事学者","1","1W+","1W+"
"https://www.xiaohongshu.com/user/profile/5c150c770000000005029d96","一之悠扬","678971055","北京","小人物","10+","10+","10+"
"https://www.xiaohongshu.com/user/profile/610a05b6000000000101c030","KAJI","9556179807","澳大利亚","平平无奇的薅证er","100+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/55e3d656c2bdeb6bf98dad39","灰灰","605559488","浙江","分享获奖作品
原创作品
临摹标明出处
约稿私信（主动联系都是骗子）","100+","1W+","30W+"
"https://www.xiaohongshu.com/user/profile/64f876ea0000000004025983","爱乱逛的Y小姐","3587522315","江西","三分命七分运，命由天造，运由己为。
专注在泰国寻找各种圣物及祈福。","5","10+","1K+"
"https://www.xiaohongshu.com/user/profile/62833653000000002102342b","保藤出国留学","5655629133","江苏","保藤国际留学创始于美国，总部位于美国迈阿密，在中国，上海，南京，广州均设立分公司。

核心服务：
牛津夏校｜联合国大会｜Mentor学长辅导|留学申请|学业规划","0","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/601e277e0000000001006f5c","lsyysllesley","lsyysllesley","","🎓 NENU 研究生
✅ CATTI 3｜专八｜高英教资
💟 英文外刊精读｜知识分享","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5662f4e40cdc2b6a7fb83189","Wundermittel","942779507","北京","心静极则智慧生","100+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5a88f4f011be107127aefe6b","涛哥的地理笔记","264851678","","","10+","1W+","10W+"
"https://www.xiaohongshu.com/user/profile/5d8b26660000000001001fdc","一阶studio","981136416","英国","英国全奖博士
专业辅导经济学留学生课程，论文辅导，留学申请。
数据分析：R， Stata，Python","10+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/628f19910000000021021751","易小球的绘本馆","1523233485","福建","4月22日地球日是易小球的生日
易小球是一个温暖，善良，可爱又智慧的孩子
它爱地球，爱孩子，最喜欢的事情就是保护地球，保护环境","2","100+","1K+"
"https://www.xiaohongshu.com/user/profile/6226e7510000000010004207","每易美","4705607359","湖南","手做花茶，给每朵花赋予新的价值，
一个爱美爱学习，肯专研的博主。
人生简言:你的坚持，终将美好。","10+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5c93afae0000000010025ec1","Rianne Kow","Riannekow","北京","热衷研究城市生物多样性，在北京画画的马来西亚人🇲🇾
＊创作主题：城里的野生动物
＊👉🏻@Rianne Kow 作品集 
＊分享自学的混合材料心得
＊全属原创 不卖课 不带货","100+","1K+","1W+"
"https://www.xiaohongshu.com/user/profile/5daa8055000000000100be67","半枝桃","983847629","四川","只回答学校相关私信","10+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5fe3e3470000000001005f13","時樾","1076464723","上海","","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/5ee77f9c000000000101d777","探碳老师韦恒","257365550","广东","•探碳网创始人，碳金融专业背景，碳圈多年从业
•专注企业碳排放数据，碳管理指南应用
•专注企业碳减排方案，碳金融创新实践","100+","100+","1K+"
"https://www.xiaohongshu.com/user/profile/6321343f000000001501e2e8","Coney资深美容导师","Coney_Deluv","马来西亚","Deluv Peffiny 创办人。超过30年资深美容导师，帮助过万顾客无痛都能变美。成功培育美容团队月入过万。","1","10+","100+"
"https://www.xiaohongshu.com/user/profile/5c7777ca000000001201f242","李静老师MPhil Ph.D.申请","899930804","葡萄牙","📖14年经验，帮1000➕学生拿到硕博offer
英🇬🇧华威大学硕士，美🇺🇸UIowa博士
美国先生，三个混血宝宝💗
🌟分享硕博留学申请干货｜全native speaker文书团队","10+","1K+","1K+"
"https://www.xiaohongshu.com/user/profile/600a73300000000001002665","三三地理","sansandili","湖南","还没有简介","100+","1W+","20W+"
